Individual	Family	Age	Start	Start_lat	End	End_lat	Weight	Instar	Instar_edit																										
GN 2.3	2	18	G	R	N	U	88.482	i	i																										
GN 2.3	2	19	G	R	N	U	NA	5	i5																										
GN 2.3	2	20	G	R	N	U	161.526	5	as																										
GN 2.3	2	21	G	R	N	U	NA	5	as																										
GN 2.3	2	22	G	R	N	U	NA	5	as																										
GN 2.3	2	23	G	R	N	U	412	5	as																										
GN 2.3	2	24	G	R	N	U	NA	5	as																										
GN 2.3	2	25	G	R	N	U	NA	5	as																										
GN 2.3	2	P	G	R	N	U	342	P	P																										
GN 2.4	2	1	G	R	N	U	0.205	i	i																										
GN 2.4	2	2	G	R	N	U	0.233	i	i																										
GN 2.4	2	3	G	R	N	U	NA	i	i																										
GN 2.4	2	4	G	R	N	U	0.394	i	i																										
GN 2.4	2	5	G	R	N	U	0.578	i	i																										
GN 2.4	2	6	G	R	N	U	0.978	i	i																										
GN 2.4	2	7	G	R	N	U	1.021	i	i																										
GN 2.4	2	8	G	R	N	U	0.912	i	i																										
GN 2.4	2	9	G	R	N	U	0.885	i	i																										
GN 2.4	2	10	G	R	N	U	1.435	i	i																										
GN 2.4	2	11	G	R	N	U	NA	i	i																										
GN 2.4	2	12	G	R	N	U	NA	i	i																										
GN 2.4	2	13	G	R	N	U	5.955	i	i																										
GN 2.4	2	14	G	R	N	U	NA	i	i																										
GN 2.4	2	15	G	R	N	U	6.493	i	i																										
GN 2.4	2	16	G	R	N	U	NA	i	i																										
GN 2.4	2	17	G	R	N	U	13.067	i	i																										
GN 2.4	2	18	G	R	N	U	NA	i	i																										
GN 2.4	2	19	G	R	N	U	18.492	i	i																										
GN 2.4	2	20	G	R	N	U	NA	i	i																										
GN 2.4	2	21	G	R	N	U	NA	i	i																										
GN 2.4	2	22	G	R	N	U	56.891	i	i																										
GN 2.4	2	23	G	R	N	U	NA	i	i																										
GN 2.4	2	24	G	R	N	U	NA	i	i																										
GN 2.4	2	25	G	R	N	U	94.609	5	i5																										
GN 2.4	2	26	G	R	N	U	NA	5	as																										
GN 2.4	2	27	G	R	N	U	not	5	as																										
GN 2.4	2	28	G	R	N	U	349.512	5	as																										
GN 2.4	2	29	G	R	N	U	NA	5	as																										
GN 2.4	2	30	G	R	N	U	315.821	5	as																										
GN 2.4	2	P	G	R	N	U	280.614	P	P																										
GN 3.2	3	1	G	R	N	U	0.251	i	i																										
GN 3.2	3	2	G	R	N	U	0.393	i	i																										
GN 3.2	3	3	G	R	N	U	0.663	i	i																										
GN 3.2	3	4	G	R	N	U	0.935	i	i																										
GN 3.2	3	5	G	R	N	U	1.351	i	i																										
GN 3.2	3	6	G	R	N	U	1.241	i	i																										
GN 3.2	3	7	G	R	N	U	1.665	i	i																										
GN 3.2	3	8	G	R	N	U	NA	i	i																										
GN 3.2	3	9	G	R	N	U	NA	i	i																										
GN 3.2	3	10	G	R	N	U	6.718	i	i																										
GN 3.2	3	11	G	R	N	U	NA	i	i																										
GN 3.2	3	12	G	R	N	U	8.829	i	i																										
GN 3.2	3	13	G	R	N	U	NA	i	i																										
GN 3.2	3	14	G	R	N	U	23.282	i	i																										
GN 3.2	3	15	G	R	N	U	NA	i	i																										
GN 3.2	3	16	G	R	N	U	25.77	i	i																										
GN 3.2	3	17	G	R	N	U	NA	i	i																										
GN 3.2	3	18	G	R	N	U	NA	i	i																										
GN 3.2	3	19	G	R	N	U	90.921	i	i																										
GN 3.2	3	20	G	R	N	U	NA	i	i																										
GN 3.2	3	21	G	R	N	U	NA	i	i																										
GN 3.2	3	22	G	R	N	U	125.555	5	i5																										
GN 3.2	3	23	G	R	N	U	NA	5	as																										
GN 3.2	3	24	G	R	N	U	NA	5	as																										
GN 3.2	3	25	G	R	N	U	375.698	5	as																										
GN 3.2	3	26	G	R	N	U	NA	5	as																										
GN 3.2	3	27	G	R	N	U	354.728	5	as																										
GN 3.2	3	P	G	R	N	U	301.307	P	P																										
GN 5.2	5	1	G	R	N	U	0.277	i	i																										
GN 5.2	5	2	G	R	N	U	NA	i	i																										
GN 5.2	5	3	G	R	N	U	NA	i	i																										
GN 5.2	5	4	G	R	N	U	1.014	i	i																										
GN 5.2	5	5	G	R	N	U	NA	i	i																										
GN 5.2	5	6	G	R	N	U	1.462	i	i																										
GN 5.2	5	7	G	R	N	U	NA	i	i																										
GN 5.2	5	8	G	R	N	U	3.223	i	i																										
GN 5.2	5	9	G	R	N	U	NA	i	i																										
GN 5.2	5	10	G	R	N	U	NA	i	i																										
GN 5.2	5	11	G	R	N	U	6.925	i	i																										
GN 5.2	5	12	G	R	N	U	NA	i	i																										
GN 5.2	5	13	G	R	N	U	NA	i	i																										
GN 5.2	5	14	G	R	N	U	NA	i	i																										
GN 5.2	5	15	G	R	N	U	NA	i	i																										
GN 5.2	5	16	G	R	N	U	47.323	i	i																										
GN 5.2	5	17	G	R	N	U	NA	i	i																										
GN 5.2	5	18	G	R	N	U	NA	i	i																										
GN 5.2	5	19	G	R	N	U	86.336	i	i																										
GN 5.2	5	20	G	R	N	U	128.659	5	i5																										
GN 5.2	5	21	G	R	N	U	NA	5	as																										
GN 5.2	5	22	G	R	N	U	192.604	5	as																										
GN 5.2	5	23	G	R	N	U	NA	5	as																										
GN 5.2	5	24	G	R	N	U	NA	5	as																										
GN 5.2	5	25	G	R	N	U	353.889	5	as																										
GN 5.2	5	26	G	R	N	U	NA	5	as																										
GN 5.2	5	P	G	R	N	U	275.1	P	P																										
GS 1.1	1	1	G	R	S	S	0.203	i	i																										
GS 1.1	1	2	G	R	S	S	0.438	i	i																										
GS 1.1	1	3	G	R	S	S	0.654	i	i																										
GS 1.1	1	4	G	R	S	S	1.023	i	i																										
GS 1.1	1	5	G	R	S	S	0.965	i	i																										
GS 1.1	1	6	G	R	S	S	NA	i	i																										
GS 1.1	1	7	G	R	S	S	1.915	i	i																										
GS 1.1	1	8	G	R	S	S	4.346	i	i																										
GS 1.1	1	9	G	R	S	S	4.234	i	i																										
GS 1.1	1	10	G	R	S	S	6.063	i	i																										
GS 1.1	1	11	G	R	S	S	10.793	i	i																										
GS 1.1	1	12	G	R	S	S	17.963	i	i																										
GS 1.1	1	13	G	R	S	S	17.91	i	i																										
GS 1.1	1	14	G	R	S	S	NA	i	i																										
GS 1.1	1	15	G	R	S	S	55.087	i	i																										
GS 1.1	1	16	G	R	S	S	83.393	i	i																										
GS 1.1	1	17	G	R	S	S	97.554	5	i5																										
GS 1.1	1	18	G	R	S	S	91.676 	5	as																										
GS 1.1	1	19	G	R	S	S	132.42	5	as																										
GS 1.1	1	20	G	R	S	S	201.787	5	as																										
GS 1.1	1	21	G	R	S	S	NA	5	as																										
GS 1.1	1	22	G	R	S	S	242	5	as																										
GS 1.1	1	23	G	R	S	S	NA	5	as																										
GS 1.1	1	24	G	R	S	S	NA	5	as																										
GS 1.1	1	25	G	R	S	S	310	5	as																										
GS 1.1	1	26	G	R	S	S	NA	5	as																										
GS 1.1	1	P	G	R	S	S	247	P	P																										
GS 2.1	2	1	G	R	S	S	0.210	i	i																										
GS 2.1	2	2	G	R	S	S	0.307	i	i																										
GS 2.1	2	3	G	R	S	S	0.375	i	i																										
GS 2.1	2	4	G	R	S	S	0.82	i	i																										
GS 2.1	2	5	G	R	S	S	NA	i	i																										
GS 2.1	2	6	G	R	S	S	1.155	i	i																										
GS 2.1	2	7	G	R	S	S	1.15	i	i																										
GS 2.1	2	8	G	R	S	S	2.147	i	i																										
GS 2.1	2	9	G	R	S	S	3.31	i	i																										
GS 2.1	2	10	G	R	S	S	4.65	i	i																										
GS 2.1	2	11	G	R	S	S	4.68	i	i																										
GS 2.1	2	12	G	R	S	S	9.768	i	i																										
GS 2.1	2	13	G	R	S	S	NA	i	i																										
GS 2.1	2	14	G	R	S	S	21.601	i	i																										
GS 2.1	2	15	G	R	S	S	22.884	i	i																										
GS 2.1	2	16	G	R	S	S	NA	i	i																										
GS 2.1	2	17	G	R	S	S	79.37	i	i																										
GS 2.1	2	18	G	R	S	S	81.806	i	i																										
GS 2.1	2	19	G	R	S	S	76.054	5	i5																										
GS 2.1	2	20	G	R	S	S	NA (switched)	5	as																										
GS 2.1	2	21	G	R	S	S	125.368 	5	as																										
GS 2.1	2	22	G	R	S	S	177.771	5	as																										
GS 2.1	2	23	G	R	S	S	NA	5	as																										
GS 2.1	2	24	G	R	S	S	283	5	as																										
GS 2.1	2	25	G	R	S	S	NA	5	as																										
GS 2.1	2	26	G	R	S	S	NA	5	as																										
GS 2.1	2	27	G	R	S	S	330.873	5	as																										
GS 2.1	2	P	G	R	S	S	298	P	P																										
GS 2.2	2	1	G	R	S	S	0.245	i	i																										
GS 2.2	2	2	G	R	S	S	0.418	i	i																										
GS 2.2	2	3	G	R	S	S	0.806	i	i																										
GS 2.2	2	4	G	R	S	S	NA	i	i																										
GS 2.2	2	5	G	R	S	S	1.311	i	i																										
GS 2.2	2	6	G	R	S	S	1.607	i	i																										
GS 2.2	2	7	G	R	S	S	3.267	i	i																										
GS 2.2	2	8	G	R	S	S	4.571	i	i																										
GS 2.2	2	9	G	R	S	S	4.305	i	i																										
GS 2.2	2	10	G	R	S	S	4.828	i	i																										
GS 2.2	2	11	G	R	S	S	9.493	i	i																										
GS 2.2	2	12	G	R	S	S	NA	i	i																										
GS 2.2	2	13	G	R	S	S	NA	i	i																										
GS 2.2	2	14	G	R	S	S	19.9	i	i																										
GS 2.2	2	15	G	R	S	S	NA	i	i																										
GS 2.2	2	16	G	R	S	S	47.492	i	i																										
GS 2.2	2	17	G	R	S	S	72.197	i	i																										
GS 2.2	2	18	G	R	S	S	95.241	i	i																										
GS 2.2	2	19	G	R	S	S	NA (molting)	i	i																										
GS 2.2	2	20	G	R	S	S	86.58	5	i5																										
GS 2.2	2	21	G	R	S	S	126.961 	5	as																										
GS 2.2	2	22	G	R	S	S	NA	5	as																										
GS 2.2	2	23	G	R	S	S	257	5	as																										
GS 2.2	2	24	G	R	S	S	NA	5	as																										
GS 2.2	2	25	G	R	S	S	NA	5	as																										
GS 2.2	2	26	G	R	S	S	453.78	5	as																										
GS 2.2	2	27	G	R	S	S	NAr	5	as																										
GS 2.2	2	P	G	R	S	S	331	P	P																										
GS 2.3	2	1	G	R	S	S	0.270	i	i																										
GS 2.3	2	2	G	R	S	S	0.599	i	i																										
GS 2.3	2	3	G	R	S	S	0.955	i	i																										
GS 2.3	2	4	G	R	S	S	NA	i	i																										
GS 2.3	2	5	G	R	S	S	1.375	i	i																										
GS 2.3	2	6	G	R	S	S	1.889	i	i																										
GS 2.3	2	7	G	R	S	S	3.329	i	i																										
GS 2.3	2	8	G	R	S	S	6.46	i	i																										
GS 2.3	2	9	G	R	S	S	4.38	i	i																										
GS 2.3	2	10	G	R	S	S	5.431	i	i																										
GS 2.3	2	11	G	R	S	S	11.799	i	i																										
GS 2.3	2	12	G	R	S	S	NA	i	i																										
GS 2.3	2	13	G	R	S	S	NA	i	i																										
GS 2.3	2	14	G	R	S	S	21.504	i	i																										
GS 2.3	2	15	G	R	S	S	NA	i	i																										
GS 2.3	2	16	G	R	S	S	68.235	i	i																										
GS 2.3	2	17	G	R	S	S	90.52	i	i																										
GS 2.3	2	18	G	R	S	S	102.538	i	i																										
GS 2.3	2	19	G	R	S	S	NA (molted)	i	i																										
GS 2.3	2	20	G	R	S	S	108.55	5	i5																										
GS 2.3	2	21	G	R	S	S	161.117	5	as																										
GS 2.3	2	22	G	R	S	S	NA	5	as																										
GS 2.3	2	23	G	R	S	S	261	5	as																										
GS 2.3	2	24	G	R	S	S	NA	5	as																										
GS 2.3	2	25	G	R	S	S	NA	5	as																										
GS 2.3	2	26	G	R	S	S	399.585	5	as																										
GS 2.3	2	27	G	R	S	S	NAr	5	as																										
GS 2.3	2	P	G	R	S	S	316	P	P																										
GS 3.1	3	1	G	R	S	S	0.222	i	i																										
GS 3.1	3	2	G	R	S	S	0.383	i	i																										
GS 3.1	3	3	G	R	S	S	0.67	i	i																										
GS 3.1	3	4	G	R	S	S	0.796	i	i																										
GS 3.1	3	5	G	R	S	S	1.205	i	i																										
GS 3.1	3	6	G	R	S	S	1.119	i	i																										
GS 3.1	3	7	G	R	S	S	1.438	i	i																										
GS 3.1	3	8	G	R	S	S	NA	i	i																										
GS 3.1	3	9	G	R	S	S	NA	i	i																										
GS 3.1	3	10	G	R	S	S	6.462	i	i																										
GS 3.1	3	11	G	R	S	S	NA	i	i																										
GS 3.1	3	12	G	R	S	S	10.035	i	i																										
GS 3.1	3	13	G	R	S	S	NA	i	i																										
GS 3.1	3	14	G	R	S	S	22.455	i	i																										
GS 3.1	3	15	G	R	S	S	NA	i	i																										
GS 3.1	3	16	G	R	S	S	NA	i	i																										
GS 3.1	3	17	G	R	S	S	42.076	i	i																										
GS 3.1	3	18	G	R	S	S	NA	i	i																										
GS 3.1	3	19	G	R	S	S	NA	i	i																										
GS 3.1	3	20	G	R	S	S	NA	i	i																										
GS 3.1	3	21	G	R	S	S	NA	i	i																										
GS 3.1	3	22	G	R	S	S	138.344	5	i5																										
GS 3.1	3	23	G	R	S	S	NA	5	as																										
GS 3.1	3	24	G	R	S	S	264.25	5	as																										
GS 3.1	3	25	G	R	S	S	NA	5	as																										
GS 3.1	3	26	G	R	S	S	317.23	5	as																										
GS 3.1	3	27	G	R	S	S	335.879	5	as																										
GS 3.1	3	28	G	R	S	S	not	5	as																										
GS 3.1	3	P	G	R	S	S	281.814	P	P																										
GS 4.2	4	1	G	R	S	S	0.217	i	i																										
GS 4.2	4	2	G	R	S	S	NA	i	i																										
GS 4.2	4	3	G	R	S	S	NA	i	i																										
GS 4.2	4	4	G	R	S	S	0.431	i	i																										
GS 4.2	4	5	G	R	S	S	NA	i	i																										
GS 4.2	4	6	G	R	S	S	0.587	i	i																										
GS 4.2	4	7	G	R	S	S	NA	i	i																										
GS 4.2	4	8	G	R	S	S	1.115	i	i																										
GS 4.2	4	9	G	R	S	S	NA	i	i																										
GS 4.2	4	10	G	R	S	S	NA	i	i																										
GS 4.2	4	11	G	R	S	S	3.108	i	i																										
GS 4.2	4	12	G	R	S	S	NA	i	i																										
GS 4.2	4	13	G	R	S	S	NA	i	i																										
GS 4.2	4	14	G	R	S	S	NA	i	i																										
GS 4.2	4	15	G	R	S	S	NA	i	i																										
GS 4.2	4	16	G	R	S	S	15.342	i	i																										
GS 4.2	4	17	G	R	S	S	NA	i	i																										
GS 4.2	4	18	G	R	S	S	NA	i	i																										
GS 4.2	4	19	G	R	S	S	29.41	i	i																										
GS 4.2	4	20	G	R	S	S	NA	i	i																										
GS 4.2	4	21	G	R	S	S	96.656	i	i																										
GS 4.2	4	22	G	R	S	S	molting	i	i																										
GS 4.2	4	23	G	R	S	S	molting	i	i																										
GS 4.2	4	24	G	R	S	S	134.429	5	i5																										
GS 4.2	4	25	G	R	S	S	166.970 	5	as																										
GS 4.2	4	26	G	R	S	S	NA	5	as																										
GS 4.2	4	27	G	R	S	S	294.47	5	as																										
GS 4.2	4	28	G	R	S	S	NA	5	as																										
GS 4.2	4	29	G	R	S	S	NA	5	as																										
GS 4.2	4	30	G	R	S	S	330.903	5	as																										
GS 4.2	4	P	G	R	S	S	330.903	P	P																										
GS 5.1	5	1	G	R	S	S	0.247	i	i																										
GS 5.1	5	2	G	R	S	S	NA	i	i																										
GS 5.1	5	3	G	R	S	S	NA	i	i																										
GS 5.1	5	4	G	R	S	S	0.599	i	i																										
GS 5.1	5	5	G	R	S	S	NA	i	i																										
GS 5.1	5	6	G	R	S	S	0.996	i	i																										
GS 5.1	5	7	G	R	S	S	NA	i	i																										
GS 5.1	5	8	G	R	S	S	1.058	i	i																										
GS 5.1	5	9	G	R	S	S	NA	i	i																										
GS 5.1	5	10	G	R	S	S	NA	i	i																										
GS 5.1	5	11	G	R	S	S	5.579	i	i																										
GS 5.1	5	12	G	R	S	S	NA	i	i																										
GS 5.1	5	13	G	R	S	S	NA	i	i																										
GS 5.1	5	14	G	R	S	S	NA	i	i																										
GS 5.1	5	15	G	R	S	S	NA	i	i																										
GS 5.1	5	16	G	R	S	S	25.403	i	i																										
GS 5.1	5	17	G	R	S	S	NA	i	i																										
GS 5.1	5	18	G	R	S	S	NA	i	i																										
GS 5.1	5	19	G	R	S	S	97.390 	i	i																										
GS 5.1	5	20	G	R	S	S	103.317	5	i5																										
GS 5.1	5	21	G	R	S	S	147.28	5	as																										
GS 5.1	5	22	G	R	S	S	not	5	as																										
GS 5.1	5	23	G	R	S	S	NA	5	as																										
GS 5.1	5	24	G	R	S	S	355.803	5	as																										
GS 5.1	5	25	G	R	S	S	NA	5	as																										
GS 5.1	5	26	G	R	S	S	NA	5	as																										
GS 5.1	5	P	G	R	S	S	274.147	P	P																										
SS 2.3	2	1	S	S	S	S	0.210	i	i																										
SS 2.3	2	2	S	S	S	S	0.46	i	i																										
SS 2.3	2	3	S	S	S	S	0.695	i	i																										
SS 2.3	2	4	S	S	S	S	NA	i	i																										
SS 2.3	2	5	S	S	S	S	0.497	i	i																										
SS 2.3	2	6	S	S	S	S	0.707	i	i																										
SS 2.3	2	7	S	S	S	S	1.01	i	i																										
SS 2.3	2	8	S	S	S	S	1.497	i	i																										
SS 2.3	2	9	S	S	S	S	1.453	i	i																										
SS 2.3	2	10	S	S	S	S	1.62	i	i																										
SS 2.3	2	11	S	S	S	S	3.253	i	i																										
SS 2.3	2	12	S	S	S	S	NA	i	i																										
SS 2.3	2	13	S	S	S	S	NA	i	i																										
SS 2.3	2	14	S	S	S	S	8.73	i	i																										
SS 2.3	2	15	S	S	S	S	NA	i	i																										
SS 2.3	2	16	S	S	S	S	24.546	i	i																										
SS 2.3	2	17	S	S	S	S	NA	i	i																										
SS 2.3	2	18	S	S	S	S	32.254	i	i																										
SS 2.3	2	19	S	S	S	S	NA	i	i																										
SS 2.3	2	20	S	S	S	S	79.289	i	i																										
SS 2.3	2	21	S	S	S	S	95.604 	i	i																										
SS 2.3	2	22	S	S	S	S	NA	5	i5																										
SS 2.3	2	23	S	S	S	S	105.246 	5	as																										
SS 2.3	2	24	S	S	S	S	NA	5	as																										
SS 2.3	2	25	S	S	S	S	NA	5	as																										
SS 2.3	2	26	S	S	S	S	353.381	5	as																										
SS 2.3	2	27	S	S	S	S	not	5	as																										
SS 2.3	2	28	S	S	S	S	not	5	as																										
SS 2.3	2	P	S	S	S	S	306.629	P	P																										
SS 3.1	3	1	S	S	S	S	0.253	i	i																										
SS 3.1	3	2	S	S	S	S	0.399	i	i																										
SS 3.1	3	3	S	S	S	S	0.548	i	i																										
SS 3.1	3	4	S	S	S	S	0.827	i	i																										
SS 3.1	3	5	S	S	S	S	1.178	i	i																										
SS 3.1	3	6	S	S	S	S	1.665	i	i																										
SS 3.1	3	7	S	S	S	S	1.647	i	i																										
SS 3.1	3	8	S	S	S	S	NA	i	i																										
SS 3.1	3	9	S	S	S	S	NA	i	i																										
SS 3.1	3	10	S	S	S	S	7.779	i	i																										
SS 3.1	3	11	S	S	S	S	NA	i	i																										
SS 3.1	3	12	S	S	S	S	13.647	i	i																										
SS 3.1	3	13	S	S	S	S	NA	i	i																										
SS 3.1	3	14	S	S	S	S	29.032	i	i																										
SS 3.1	3	15	S	S	S	S	NA	i	i																										
SS 3.1	3	16	S	S	S	S	NA	i	i																										
SS 3.1	3	17	S	S	S	S	67.34	i	i																										
SS 3.1	3	18	S	S	S	S	NA	5	i5																										
SS 3.1	3	19	S	S	S	S	106.923 	5	as																										
SS 3.1	3	20	S	S	S	S	NA	5	as																										
SS 3.1	3	21	S	S	S	S	NA	5	as																										
SS 3.1	3	22	S	S	S	S	217.74	5	as																										
SS 3.1	3	23	S	S	S	S	not	5	as																										
SS 3.1	3	24	S	S	S	S	NA	5	as																										
SS 3.1	3	25	S	S	S	S	417.868	5	as																										
SS 3.1	3	26	S	S	S	S	NA	5	as																										
SS 3.1	3	P	S	S	S	S	292.752	P	P																										
SS 3.3	3	1	S	S	S	S	0.205	i	i																										
SS 3.3	3	2	S	S	S	S	0.272	i	i																										
SS 3.3	3	3	S	S	S	S	0.353	i	i																										
SS 3.3	3	4	S	S	S	S	NA	i	i																										
SS 3.3	3	5	S	S	S	S	NA	i	i																										
SS 3.3	3	6	S	S	S	S	0.993	i	i																										
SS 3.3	3	7	S	S	S	S	NA	i	i																										
SS 3.3	3	8	S	S	S	S	1.488	i	i																										
SS 3.3	3	9	S	S	S	S	NA	i	i																										
SS 3.3	3	10	S	S	S	S	2.149	i	i																										
SS 3.3	3	11	S	S	S	S	NA	i	i																										
SS 3.3	3	12	S	S	S	S	NA	i	i																										
SS 3.3	3	13	S	S	S	S	6.645	i	i																										
SS 3.3	3	14	S	S	S	S	NA	i	i																										
SS 3.3	3	15	S	S	S	S	NA	i	i																										
SS 3.3	3	16	S	S	S	S	NA	i	i																										
SS 3.3	3	17	S	S	S	S	NA	i	i																										
SS 3.3	3	18	S	S	S	S	24.497	i	i																										
SS 3.3	3	19	S	S	S	S	NA	i	i																										
SS 3.3	3	20	S	S	S	S	NA	i	i																										
SS 3.3	3	21	S	S	S	S	88.633	i	i																										
SS 3.3	3	22	S	S	S	S	NA	i	i																										
SS 3.3	3	23	S	S	S	S	96.127	i	i																										
SS 3.3	3	24	S	S	S	S	NA	5	i5																										
SS 3.3	3	25	S	S	S	S	219.85	5	as																										
SS 3.3	3	26	S	S	S	S	NA	5	as																										
SS 3.3	3	27	S	S	S	S	NA	5	as																										
SS 3.3	3	28	S	S	S	S	NA	5	as																										
SS 3.3	3	29	S	S	S	S	338.529	5	as																										
SS 3.3	3	P	S	S	S	S	258.306	P	P																										
SS 4.1	4	1	S	S	S	S	0.199	i	i																										
SS 4.1	4	2	S	S	S	S	NA	i	i																										
SS 4.1	4	3	S	S	S	S	NA	i	i																										
SS 4.1	4	4	S	S	S	S	0.581	i	i																										
SS 4.1	4	5	S	S	S	S	NA	i	i																										
SS 4.1	4	6	S	S	S	S	1.557	i	i																										
SS 4.1	4	7	S	S	S	S	NA	i	i																										
SS 4.1	4	8	S	S	S	S	1.638	i	i																										
SS 4.1	4	9	S	S	S	S	NA	i	i																										
SS 4.1	4	10	S	S	S	S	NA	i	i																										
SS 4.1	4	11	S	S	S	S	6.332	i	i																										
SS 4.1	4	12	S	S	S	S	NA	i	i																										
SS 4.1	4	13	S	S	S	S	NA	i	i																										
SS 4.1	4	14	S	S	S	S	NA	i	i																										
SS 4.1	4	15	S	S	S	S	NA	i	i																										
SS 4.1	4	16	S	S	S	S	24.172	i	i																										
SS 4.1	4	17	S	S	S	S	NA	i	i																										
SS 4.1	4	18	S	S	S	S	NA	i	i																										
SS 4.1	4	19	S	S	S	S	86.541	i	i																										
SS 4.1	4	20	S	S	S	S	NA	5	i5																										
SS 4.1	4	21	S	S	S	S	110.984	5	as																										
SS 4.1	4	22	S	S	S	S	NA	5	as																										
SS 4.1	4	23	S	S	S	S	NA	5	as																										
SS 4.1	4	24	S	S	S	S	300.788	5	as																										
SS 4.1	4	25	S	S	S	S	NA	5	as																										
SS 4.1	4	26	S	S	S	S	NA	5	as																										
SS 4.1	4	27	S	S	S	S	392.924	5	as																										
SS 4.1	4	P	S	S	S	S	277.416	P	P																										
SS 4.2	4	1	S	S	S	S	0.245	i	i																										
SS 4.2	4	2	S	S	S	S	NA	i	i																										
SS 4.2	4	3	S	S	S	S	NA	i	i																										
SS 4.2	4	4	S	S	S	S	0.973	i	i																										
SS 4.2	4	5	S	S	S	S	NA	i	i																										
SS 4.2	4	6	S	S	S	S	1.559	i	i																										
SS 4.2	4	7	S	S	S	S	NA	i	i																										
SS 4.2	4	8	S	S	S	S	3.43	i	i																										
SS 4.2	4	9	S	S	S	S	NA	i	i																										
SS 4.2	4	10	S	S	S	S	NA	i	i																										
SS 4.2	4	11	S	S	S	S	6.882	i	i																										
SS 4.2	4	12	S	S	S	S	NA	i	i																										
SS 4.2	4	13	S	S	S	S	NA	i	i																										
SS 4.2	4	14	S	S	S	S	NA	i	i																										
SS 4.2	4	15	S	S	S	S	NA	i	i																										
SS 4.2	4	16	S	S	S	S	31.805	i	i																										
SS 4.2	4	17	S	S	S	S	NA	i	i																										
SS 4.2	4	18	S	S	S	S	NA	5	i5																										
SS 4.2	4	19	S	S	S	S	105.241	5	as																										
SS 4.2	4	20	S	S	S	S	NA	5	as																										
SS 4.2	4	21	S	S	S	S	175.761	5	as																										
SS 4.2	4	22	S	S	S	S	NA	5	as																										
SS 4.2	4	23	S	S	S	S	NA	5	as																										
SS 4.2	4	24	S	S	S	S	318.586	5	as																										
SS 4.2	4	25	S	S	S	S	NA	5	as																										
SS 4.2	4	26	S	S	S	S	NA	5	as																										
SS 4.2	4	P	S	S	S	S	269.385	P	P																										
SS 5.1	5	1	S	S	S	S	0.262	i	i																										
SS 5.1	5	2	S	S	S	S	NA	i	i																										
SS 5.1	5	3	S	S	S	S	NA	i	i																										
SS 5.1	5	4	S	S	S	S	0.988	i	i																										
SS 5.1	5	5	S	S	S	S	NA	i	i																										
SS 5.1	5	6	S	S	S	S	1.533	i	i																										
SS 5.1	5	7	S	S	S	S	NA	i	i																										
SS 5.1	5	8	S	S	S	S	2.45	i	i																										
SS 5.1	5	9	S	S	S	S	NA	i	i																										
SS 5.1	5	10	S	S	S	S	NA	i	i																										
SS 5.1	5	11	S	S	S	S	6.38	i	i																										
SS 5.1	5	12	S	S	S	S	NA	i	i																										
SS 5.1	5	13	S	S	S	S	NA	i	i																										
SS 5.1	5	14	S	S	S	S	NA	i	i																										
SS 5.1	5	15	S	S	S	S	NA	i	i																										
SS 5.1	5	16	S	S	S	S	19.946	i	i																										
SS 5.1	5	17	S	S	S	S	NA	i	i																										
SS 5.1	5	18	S	S	S	S	NA	5	i5																										
SS 5.1	5	19	S	S	S	S	92.426	5	as																										
SS 5.1	5	20	S	S	S	S	NA	5	as																										
SS 5.1	5	21	S	S	S	S	114.659	5	as																										
SS 5.1	5	22	S	S	S	S	NA	5	as																										
SS 5.1	5	23	S	S	S	S	NA	5	as																										
SS 5.1	5	24	S	S	S	S	287.624	5	as																										
SS 5.1	5	25	S	S	S	S	NA	5	as																										
SS 5.1	5	26	S	S	S	S	NA	5	as																										
SS 5.1	5	27	S	S	S	S	357.737	5	as																										
SS 5.1	5	P	S	S	S	S	244.064	P	P																										
SS 5.2	5	1	S	S	S	S	0.262	i	i																										
SS 5.2	5	2	S	S	S	S	NA	i	i																										
SS 5.2	5	3	S	S	S	S	NA	i	i																										
SS 5.2	5	4	S	S	S	S	0.988	i	i																										
SS 5.2	5	5	S	S	S	S	NA	i	i																										
SS 5.2	5	6	S	S	S	S	1.533	i	i																										
SS 5.2	5	7	S	S	S	S	NA	i	i																										
SS 5.2	5	8	S	S	S	S	2.45	i	i																										
SS 5.2	5	9	S	S	S	S	NA	i	i																										
SS 5.2	5	10	S	S	S	S	NA	i	i																										
SS 5.2	5	11	S	S	S	S	6.38	i	i																										
SS 5.2	5	12	S	S	S	S	NA	i	i																										
SS 5.2	5	13	S	S	S	S	NA	i	i																										
SS 5.2	5	14	S	S	S	S	NA	i	i																										
SS 5.2	5	15	S	S	S	S	NA	i	i																										
SS 5.2	5	16	S	S	S	S	19.946	i	i																										
SS 5.2	5	17	S	S	S	S	NA	i	i																										
SS 5.2	5	18	S	S	S	S	NA	5	i5																										
SS 5.2	5	19	S	S	S	S	92.426	5	as																										
SS 5.2	5	20	S	S	S	S	NA	5	as																										
SS 5.2	5	21	S	S	S	S	114.659	5	as																										
SS 5.2	5	22	S	S	S	S	NA	5	as																										
SS 5.2	5	23	S	S	S	S	NA	5	as																										
SS 5.2	5	24	S	S	S	S	287.624	5	as																										
SS 5.2	5	25	S	S	S	S	NA	5	as																										
SS 5.2	5	26	S	S	S	S	NA	5	as																										
