Individual	Family	Age	Start	Start_lat	End	End_lat	Weight	Instar	Instar_edit																										
NS 2.1	2	12	N	U	S	S	23.721	i	i																										
NS 2.1	2	13	N	U	S	S	NA	i	i																										
NS 2.1	2	14	N	U	S	S	37.862	i	i																										
NS 2.1	2	15	N	U	S	S	68.028	i	i																										
NS 2.1	2	16	N	U	S	S	NA	i	i																										
NS 2.1	2	17	N	U	S	S	110.126	i	i																										
NS 2.1	2	18	N	U	S	S	99.553	5	i5																										
NS 2.1	2	19	N	U	S	S	163.148	5	as																										
NS 2.1	2	20	N	U	S	S	NA	5	as																										
NS 2.1	2	21	N	U	S	S	324	5	as																										
NS 2.1	2	22	N	U	S	S	NA	5	as																										
NS 2.1	2	23	N	U	S	S	NA	5	as																										
NS 2.1	2	24	N	U	S	S	458	5	as																										
NS 2.1	2	P	N	U	S	S	322	P	P																										
NS 2.2	2	1	N	U	S	S	0.201	i	i																										
NS 2.2	2	2	N	U	S	S	0.47	i	i																										
NS 2.2	2	3	N	U	S	S	0.763	i	i																										
NS 2.2	2	4	N	U	S	S	NA	i	i																										
NS 2.2	2	5	N	U	S	S	1.424	i	i																										
NS 2.2	2	6	N	U	S	S	2.119	i	i																										
NS 2.2	2	7	N	U	S	S	4.25	i	i																										
NS 2.2	2	8	N	U	S	S	5.779	i	i																										
NS 2.2	2	9	N	U	S	S	5.44	i	i																										
NS 2.2	2	10	N	U	S	S	8.72	i	i																										
NS 2.2	2	11	N	U	S	S	18.125	i	i																										
NS 2.2	2	12	N	U	S	S	NA	i	i																										
NS 2.2	2	13	N	U	S	S	24.67	i	i																										
NS 2.2	2	14	N	U	S	S	39.778	i	i																										
NS 2.2	2	15	N	U	S	S	NA	i	i																										
NS 2.2	2	16	N	U	S	S	114.014	i	i																										
NS 2.2	2	17	N	U	S	S	109.518	i	i																										
NS 2.2	2	18	N	U	S	S	97.588	5	i5																										
NS 2.2	2	19	N	U	S	S	NA	5	as																										
NS 2.2	2	20	N	U	S	S	205	5	as																										
NS 2.2	2	21	N	U	S	S	NA	5	as																										
NS 2.2	2	22	N	U	S	S	NA	5	as																										
NS 2.2	2	23	N	U	S	S	358	5	as																										
NS 2.2	2	24	N	U	S	S	NA	5	as																										
NS 2.2	2	25	N	U	S	S	NA	5	as																										
NS 2.2	2	P	N	U	S	S	293	P	P																										
NS 2.3	2	1	N	U	S	S	0.207	i	i																										
NS 2.3	2	2	N	U	S	S	0.462	i	i																										
NS 2.3	2	3	N	U	S	S	0.936	i	i																										
NS 2.3	2	4	N	U	S	S	NA	i	i																										
NS 2.3	2	5	N	U	S	S	1.71	i	i																										
NS 2.3	2	6	N	U	S	S	3.29	i	i																										
NS 2.3	2	7	N	U	S	S	7	i	i																										
NS 2.3	2	8	N	U	S	S	6.581	i	i																										
NS 2.3	2	9	N	U	S	S	8.794	i	i																										
NS 2.3	2	10	N	U	S	S	16.647	i	i																										
NS 2.3	2	11	N	U	S	S	24.45	i	i																										
NS 2.3	2	12	N	U	S	S	NA	i	i																										
NS 2.3	2	13	N	U	S	S	53.708	i	i																										
NS 2.3	2	14	N	U	S	S	89.695	i	i																										
NS 2.3	2	15	N	U	S	S	NA	i	i																										
NS 2.3	2	16	N	U	S	S	105.76	5	i5																										
NS 2.3	2	17	N	U	S	S	146.74	5	as																										
NS 2.3	2	18	N	U	S	S	197.055	5	as																										
NS 2.3	2	19	N	U	S	S	NA	5	as																										
NS 2.3	2	20	N	U	S	S	313	5	as																										
NS 2.3	2	21	N	U	S	S	NA	5	as																										
NS 2.3	2	22	N	U	S	S	NA	5	as																										
NS 2.3	2	23	N	U	S	S	408	5	as																										
NS 2.3	2	24	N	U	S	S	NA	5	as																										
NS 2.3	2	P	N	U	S	S	273	P	P																										
NS 3.1	3	1	N	U	S	S	0.250	i	i																										
NS 3.1	3	2	N	U	S	S	0.442	i	i																										
NS 3.1	3	3	N	U	S	S	0.719	i	i																										
NS 3.1	3	4	N	U	S	S	1.068	i	i																										
NS 3.1	3	5	N	U	S	S	1.619	i	i																										
NS 3.1	3	6	N	U	S	S	1.635	i	i																										
NS 3.1	3	7	N	U	S	S	3.326	i	i																										
NS 3.1	3	8	N	U	S	S	NA	i	i																										
NS 3.1	3	9	N	U	S	S	NA	i	i																										
NS 3.1	3	10	N	U	S	S	8.511	i	i																										
NS 3.1	3	11	N	U	S	S	NA	i	i																										
NS 3.1	3	12	N	U	S	S	26.64	i	i																										
NS 3.1	3	13	N	U	S	S	NA	i	i																										
NS 3.1	3	14	N	U	S	S	52.964	i	i																										
NS 3.1	3	15	N	U	S	S	NA	i	i																										
NS 3.1	3	16	N	U	S	S	109.43	i	i																										
NS 3.1	3	17	N	U	S	S	108.715	5	i5																										
NS 3.1	3	18	N	U	S	S	NA	5	as																										
NS 3.1	3	19	N	U	S	S	136.483	5	as																										
NS 3.1	3	20	N	U	S	S	NA	5	as																										
NS 3.1	3	21	N	U	S	S	NA	5	as																										
NS 3.1	3	22	N	U	S	S	NA	5	as																										
NS 3.1	3	23	N	U	S	S	NA	5	as																										
NS 3.1	3	24	N	U	S	S	NA	5	as																										
NS 3.1	3	25	N	U	S	S	293.42	5	as																										
NS 3.1	3	26	N	U	S	S	NA	5	as																										
NS 3.1	3	P	N	U	S	S	229.268	P	P																										
NS 3.3	3	1	N	U	S	S	0.212	i	i																										
NS 3.3	3	2	N	U	S	S	0.325	i	i																										
NS 3.3	3	3	N	U	S	S	0.566	i	i																										
NS 3.3	3	4	N	U	S	S	NA	i	i																										
NS 3.3	3	5	N	U	S	S	NA	i	i																										
NS 3.3	3	6	N	U	S	S	1.755	i	i																										
NS 3.3	3	7	N	U	S	S	NA	i	i																										
NS 3.3	3	8	N	U	S	S	5.926	i	i																										
NS 3.3	3	9	N	U	S	S	NA	i	i																										
NS 3.3	3	10	N	U	S	S	8.201	i	i																										
NS 3.3	3	11	N	U	S	S	24.159	i	i																										
NS 3.3	3	12	N	U	S	S	NA	i	i																										
NS 3.3	3	13	N	U	S	S	NA	i	i																										
NS 3.3	3	14	N	U	S	S	NA	i	i																										
NS 3.3	3	15	N	U	S	S	52.696	i	i																										
NS 3.3	3	16	N	U	S	S	NA	i	i																										
NS 3.3	3	17	N	U	S	S	NA	i	i																										
NS 3.3	3	18	N	U	S	S	99.733	5	i4																										
NS 3.3	3	19	N	U	S	S	NA	5	i5																										
NS 3.3	3	20	N	U	S	S	NA	5	as																										
NS 3.3	3	21	N	U	S	S	257.314	5	as																										
NS 3.3	3	22	N	U	S	S	NA	5	as																										
NS 3.3	3	23	N	U	S	S	306.154	5	as																										
NS 3.3	3	24	N	U	S	S	NA	5	as																										
NS 3.3	3	25	N	U	S	S	NA	5	as																										
NS 3.3	3	P	N	U	S	S	216	P	P																										
NS 4.1	4	1	N	U	S	S	0.238	i	i																										
NS 4.1	4	2	N	U	S	S	NA	i	i																										
NS 4.1	4	3	N	U	S	S	NA	i	i																										
NS 4.1	4	4	N	U	S	S	1.33	i	i																										
NS 4.1	4	5	N	U	S	S	NA	i	i																										
NS 4.1	4	6	N	U	S	S	2.106	i	i																										
NS 4.1	4	7	N	U	S	S	NA	i	i																										
NS 4.1	4	8	N	U	S	S	7.253	i	i																										
NS 4.1	4	9	N	U	S	S	NA	i	i																										
NS 4.1	4	10	N	U	S	S	NA	i	i																										
NS 4.1	4	11	N	U	S	S	22.981	i	i																										
NS 4.1	4	12	N	U	S	S	NA	i	i																										
NS 4.1	4	13	N	U	S	S	NA	i	i																										
NS 4.1	4	14	N	U	S	S	NA	i	i																										
NS 4.1	4	15	N	U	S	S	NA	i	i																										
NS 4.1	4	16	N	U	S	S	116.047	i	i																										
NS 4.1	4	17	N	U	S	S	NA	i	i																										
NS 4.1	4	18	N	U	S	S	179.536	5	i5																										
NS 4.1	4	19	N	U	S	S	230.695	5	as																										
NS 4.1	4	20	N	U	S	S	NA	5	as																										
NS 4.1	4	21	N	U	S	S	333.818	5	as																										
NS 4.1	4	22	N	U	S	S	NA	5	as																										
NS 4.1	4	23	N	U	S	S	not	5	as																										
NS 4.1	4	24	N	U	S	S	340.068	5	as																										
NS 4.1	4	P	N	U	S	S	289.192	P	P																										
NS 4.2	4	1	N	U	S	S	0.218	i	i																										
NS 4.2	4	2	N	U	S	S	NA	i	i																										
NS 4.2	4	3	N	U	S	S	NA	i	i																										
NS 4.2	4	4	N	U	S	S	0.521	i	i																										
NS 4.2	4	5	N	U	S	S	NA	i	i																										
NS 4.2	4	6	N	U	S	S	1.241	i	i																										
NS 4.2	4	7	N	U	S	S	NA	i	i																										
NS 4.2	4	8	N	U	S	S	1.599	i	i																										
NS 4.2	4	9	N	U	S	S	NA	i	i																										
NS 4.2	4	10	N	U	S	S	NA	i	i																										
NS 4.2	4	11	N	U	S	S	5.808	i	i																										
NS 4.2	4	12	N	U	S	S	NA	i	i																										
NS 4.2	4	13	N	U	S	S	NA	i	i																										
NS 4.2	4	14	N	U	S	S	NA	i	i																										
NS 4.2	4	15	N	U	S	S	NA	i	i																										
NS 4.2	4	16	N	U	S	S	28.641	i	i																										
NS 4.2	4	17	N	U	S	S	NA	i	i																										
NS 4.2	4	18	N	U	S	S	NA	i	i																										
NS 4.2	4	19	N	U	S	S	98.334	i	i																										
NS 4.2	4	20	N	U	S	S	104.04	5	i5																										
NS 4.2	4	21	N	U	S	S	152.88	5	as																										
NS 4.2	4	22	N	U	S	S	NA	5	as																										
NS 4.2	4	23	N	U	S	S	not	5	as																										
NS 4.2	4	24	N	U	S	S	287.816	5	as																										
NS 4.2	4	25	N	U	S	S	NA	5	as																										
NS 4.2	4	26	N	U	S	S	NA	5	as																										
NS 4.2	4	P	N	U	S	S	235.311 (day after)	P	P																										
NS 5.1	5	1	N	U	S	S	0.246	i	i																										
NS 5.1	5	2	N	U	S	S	NA	i	i																										
NS 5.1	5	3	N	U	S	S	NA	i	i																										
NS 5.1	5	4	N	U	S	S	1.153	i	i																										
NS 5.1	5	5	N	U	S	S	NA	i	i																										
NS 5.1	5	6	N	U	S	S	1.856	i	i																										
NS 5.1	5	7	N	U	S	S	NA	i	i																										
NS 5.1	5	8	N	U	S	S	6.091	i	i																										
NS 5.1	5	9	N	U	S	S	NA	i	i																										
NS 5.1	5	10	N	U	S	S	NA	i	i																										
NS 5.1	5	11	N	U	S	S	22.069	i	i																										
NS 5.1	5	12	N	U	S	S	NA	i	i																										
NS 5.1	5	13	N	U	S	S	NA	i	i																										
NS 5.1	5	14	N	U	S	S	NA	i	i																										
NS 5.1	5	15	N	U	S	S	NA	i	i																										
NS 5.1	5	16	N	U	S	S	93.742	i	i																										
NS 5.1	5	17	N	U	S	S	119.06	5	i5																										
NS 5.1	5	18	N	U	S	S	171.166	5	as																										
NS 5.1	5	19	N	U	S	S	213.078	5	as																										
NS 5.1	5	20	N	U	S	S	NA	5	as																										
NS 5.1	5	21	N	U	S	S	329.317	5	as																										
NS 5.1	5	22	N	U	S	S	NA	5	as																										
NS 5.1	5	23	N	U	S	S	NA	5	as																										
NS 5.1	5	P	N	U	S	S	288.388	P	P																										
NS 5.2	5	1	N	U	S	S	0.275	i	i																										
NS 5.2	5	2	N	U	S	S	NA	i	i																										
NS 5.2	5	3	N	U	S	S	NA	i	i																										
NS 5.2	5	4	N	U	S	S	1.265	i	i																										
NS 5.2	5	5	N	U	S	S	NA	i	i																										
NS 5.2	5	6	N	U	S	S	2.126	i	i																										
NS 5.2	5	7	N	U	S	S	NA	i	i																										
NS 5.2	5	8	N	U	S	S	6.86	i	i																										
NS 5.2	5	9	N	U	S	S	NA	i	i																										
NS 5.2	5	10	N	U	S	S	NA	i	i																										
NS 5.2	5	11	N	U	S	S	20.56	i	i																										
NS 5.2	5	12	N	U	S	S	NA	i	i																										
NS 5.2	5	13	N	U	S	S	NA	i	i																										
NS 5.2	5	14	N	U	S	S	NA	i	i																										
NS 5.2	5	15	N	U	S	S	NA	i	i																										
NS 5.2	5	16	N	U	S	S	95.886	i	i																										
NS 5.2	5	17	N	U	S	S	115.785	5	i5																										
NS 5.2	5	18	N	U	S	S	167.367	5	as																										
NS 5.2	5	19	N	U	S	S	215.461	5	as																										
NS 5.2	5	20	N	U	S	S	NA	5	as																										
NS 5.2	5	21	N	U	S	S	327.216	5	as																										
NS 5.2	5	22	N	U	S	S	NA	5	as																										
NS 5.2	5	23	N	U	S	S	not	5	as																										
NS 5.2	5	P	N	U	S	S	278.195	P	P																										
GG 1.1	1	1	G	R	G	R	0.230	i	i																										
GG 1.1	1	2	G	R	G	R	0.491	i	i																										
GG 1.1	1	3	G	R	G	R	0.86	i	i																										
GG 1.1	1	4	G	R	G	R	1.134	i	i																										
GG 1.1	1	5	G	R	G	R	1.032	i	i																										
GG 1.1	1	6	G	R	G	R	NA	i	i																										
GG 1.1	1	7	G	R	G	R	2.685	i	i																										
GG 1.1	1	8	G	R	G	R	5.205	i	i																										
GG 1.1	1	9	G	R	G	R	5.223	i	i																										
GG 1.1	1	10	G	R	G	R	8.658	i	i																										
GG 1.1	1	11	G	R	G	R	15.973	i	i																										
GG 1.1	1	12	G	R	G	R	19.93	i	i																										
GG 1.1	1	13	G	R	G	R	27.337	i	i																										
GG 1.1	1	14	G	R	G	R	NA	i	i																										
GG 1.1	1	15	G	R	G	R	70.369	i	i																										
GG 1.1	1	16	G	R	G	R	93.683	i	i																										
GG 1.1	1	17	G	R	G	R	87.25	i																											
GG 1.1	1	18	G	R	G	R	129.299	5	i5																										
GG 1.1	1	19	G	R	G	R	193.939	5	as																										
GG 1.1	1	20	G	R	G	R	282.95	5	as																										
GG 1.1	1	21	G	R	G	R	NA	5	as																										
GG 1.1	1	22	G	R	G	R	379	5	as																										
GG 1.1	1	23	G	R	G	R	NA	5	as																										
GG 1.1	1	24	G	R	G	R	NA	5	as																										
GG 1.1	1	P	G	R	G	R	286	P	P																										
GG 2.1	2	1	G	R	G	R	0.174	i	i																										
GG 2.1	2	2	G	R	G	R	0.268	i	i																										
GG 2.1	2	3	G	R	G	R	0.351	i	i																										
GG 2.1	2	4	G	R	G	R	0.545	i	i																										
GG 2.1	2	5	G	R	G	R	NA	i	i																										
GG 2.1	2	6	G	R	G	R	1.205	i	i																										
GG 2.1	2	7	G	R	G	R	1.07	i	i																										
GG 2.1	2	8	G	R	G	R	1.771	i	i																										
GG 2.1	2	9	G	R	G	R	2.89	i	i																										
GG 2.1	2	10	G	R	G	R	5.191	i	i																										
GG 2.1	2	11	G	R	G	R	4.829	i	i																										
GG 2.1	2	12	G	R	G	R	7.97	i	i																										
GG 2.1	2	13	G	R	G	R	NA	i	i																										
GG 2.1	2	14	G	R	G	R	21.303	i	i																										
GG 2.1	2	15	G	R	G	R	21.19	i	i																										
GG 2.1	2	16	G	R	G	R	NA	i	i																										
GG 2.1	2	17	G	R	G	R	36.148	i	i																										
GG 2.1	2	18	G	R	G	R	NA	i	i																										
GG 2.1	2	19	G	R	G	R	76.708	i	i																										
GG 2.1	2	20	G	R	G	R	NA	i	i																										
GG 2.1	2	21	G	R	G	R	65.987	5	i5																										
GG 2.1	2	22	G	R	G	R	86.758	5	as																										
GG 2.1	2	23	G	R	G	R	NA	5	as																										
GG 2.1	2	24	G	R	G	R	134.431	5	as																										
GG 2.1	2	25	G	R	G	R	NA	5	as																										
GG 2.1	2	26	G	R	G	R	NA	5	as																										
GG 2.1	2	27	G	R	G	R	269.503	5	as																										
GG 2.1	2	28	G	R	G	R	NA	5	as																										
GG 2.1	2	29	G	R	G	R	NA	5	as																										
GG 2.1	2	P	G	R	G	R	214	P	P																										
GG 2.3	2	1	G	R	G	R	0.233	i	i																										
GG 2.3	2	2	G	R	G	R	0.617	i	i																										
GG 2.3	2	3	G	R	G	R	1.213	i	i																										
GG 2.3	2	4	G	R	G	R	NA	i	i																										
GG 2.3	2	5	G	R	G	R	1.373	i	i																										
GG 2.3	2	6	G	R	G	R	2.564	i	i																										
GG 2.3	2	7	G	R	G	R	4.986	i	i																										
GG 2.3	2	8	G	R	G	R	4.714	i	i																										
GG 2.3	2	9	G	R	G	R	5.899	i	i																										
GG 2.3	2	10	G	R	G	R	12.331	i	i																										
GG 2.3	2	11	G	R	G	R	17.387	i	i																										
GG 2.3	2	12	G	R	G	R	NA	i	i																										
GG 2.3	2	13	G	R	G	R	31.102	i	i																										
GG 2.3	2	14	G	R	G	R	49.2	i	i																										
GG 2.3	2	15	G	R	G	R	NA	i	i																										
GG 2.3	2	16	G	R	G	R	68.761	i	i																										
GG 2.3	2	17	G	R	G	R	65.611	i	i																										
GG 2.3	2	18	G	R	G	R	58.787	i	i																										
GG 2.3	2	19	G	R	G	R	NA	i	i																										
GG 2.3	2	20	G	R	G	R	97.079	5	i5																										
GG 2.3	2	21	G	R	G	R	130.33	5	as																										
GG 2.3	2	22	G	R	G	R	NA	5	as																										
GG 2.3	2	23	G	R	G	R	273	5	as																										
GG 2.3	2	24	G	R	G	R	NA	5	as																										
GG 2.3	2	25	G	R	G	R	NA	5	as																										
GG 2.3	2	26	G	R	G	R	327.881	5	as																										
GG 2.3	2	P	G	R	G	R	290	P	P																										
GG 3.1	3	1	G	R	G	R	0.241	i	i																										
GG 3.1	3	2	G	R	G	R	0.38	i	i																										
GG 3.1	3	3	G	R	G	R	0.526	i	i																										
GG 3.1	3	4	G	R	G	R	0.63	i	i																										
GG 3.1	3	5	G	R	G	R	0.914	i	i																										
GG 3.1	3	6	G	R	G	R	1.163	i	i																										
GG 3.1	3	7	G	R	G	R	1.066	i	i																										
GG 3.1	3	8	G	R	G	R	NA	i	i																										
GG 3.1	3	9	G	R	G	R	NA	i	i																										
GG 3.1	3	10	G	R	G	R	3.96	i	i																										
GG 3.1	3	11	G	R	G	R	NA	i	i																										
GG 3.1	3	12	G	R	G	R	5.009	i	i																										
GG 3.1	3	13	G	R	G	R	NA	i	i																										
GG 3.1	3	14	G	R	G	R	9.131	i	i																										
GG 3.1	3	15	G	R	G	R	NA	i	i																										
GG 3.1	3	16	G	R	G	R	17.125	i	i																										
GG 3.1	3	17	G	R	G	R	NA	i	i																										
GG 3.1	3	18	G	R	G	R	NA	i	i																										
GG 3.1	3	19	G	R	G	R	NA	i	i																										
GG 3.1	3	20	G	R	G	R	NA	i	i																										
GG 3.1	3	21	G	R	G	R	NA	i	i																										
GG 3.1	3	22	G	R	G	R	70.365	i	i																										
GG 3.1	3	23	G	R	G	R	NA	i	i																										
GG 3.1	3	24	G	R	G	R	NA	i	i																										
GG 3.1	3	25	G	R	G	R	87.734	i	i																										
GG 3.1	3	26	G	R	G	R	NA	5	i5																										
GG 3.1	3	27	G	R	G	R	142.255	5	as																										
GG 3.1	3	28	G	R	G	R	NA	5	as																										
GG 3.1	3	29	G	R	G	R	NA	5	as																										
GG 3.1	3	30	G	R	G	R	358.436	5	as																										
GG 3.1	3	31	G	R	G	R	NA	5	as																										
GG 3.1	3	32	G	R	G	R	NA	5	as																										
GG 3.1	3	P	G	R	G	R	293.555	P	P																										
GG 4.2	4	1	G	R	G	R	0.186	i	i																										
GG 4.2	4	2	G	R	G	R	NA	i	i																										
GG 4.2	4	3	G	R	G	R	NA	i	i																										
GG 4.2	4	4	G	R	G	R	1.06	i	i																										
GG 4.2	4	5	G	R	G	R	NA	i	i																										
GG 4.2	4	6	G	R	G	R	1.157	i	i																										
GG 4.2	4	7	G	R	G	R	NA	i	i																										
GG 4.2	4	8	G	R	G	R	2.162	i	i																										
GG 4.2	4	9	G	R	G	R	NA	i	i																										
GG 4.2	4	10	G	R	G	R	NA	i	i																										
GG 4.2	4	11	G	R	G	R	5.47	i	i																										
GG 4.2	4	12	G	R	G	R	NA	i	i																										
GG 4.2	4	13	G	R	G	R	NA	i	i																										
GG 4.2	4	14	G	R	G	R	NA	i	i																										
GG 4.2	4	15	G	R	G	R	NA	i	i																										
GG 4.2	4	16	G	R	G	R	31.45	i	i																										
GG 4.2	4	17	G	R	G	R	NA	i	i																										
GG 4.2	4	18	G	R	G	R	NA	i	i																										
GG 4.2	4	19	G	R	G	R	87.087	i	i																										
GG 4.2	4	20	G	R	G	R	NA	5	i5																										
GG 4.2	4	21	G	R	G	R	128.111	5	as																										
GG 4.2	4	22	G	R	G	R	NA 	5	as																										
GG 4.2	4	23	G	R	G	R	NA	5	as																										
GG 4.2	4	24	G	R	G	R	341.623	5	as																										
GG 4.2	4	25	G	R	G	R	NA	5	as																										
GG 4.2	4	26	G	R	G	R	NA	5	as																										
GG 4.2	4	27	G	R	G	R	298.326	5	as																										
GG 4.2	4	P	G	R	G	R	269.209	P	P																										
GG 5.1	5	1	G	R	G	R	0.218	i	i																										
GG 5.1	5	2	G	R	G	R	NA	i	i																										
GG 5.1	5	3	G	R	G	R	NA	i	i																										
GG 5.1	5	4	G	R	G	R	0.685	i	i																										
GG 5.1	5	5	G	R	G	R	NA	i	i																										
GG 5.1	5	6	G	R	G	R	1.239	i	i																										
GG 5.1	5	7	G	R	G	R	NA	i	i																										
GG 5.1	5	8	G	R	G	R	1.843	i	i																										
GG 5.1	5	9	G	R	G	R	NA	i	i																										
GG 5.1	5	10	G	R	G	R	NA	i	i																										
GG 5.1	5	11	G	R	G	R	5.214	i	i																										
GG 5.1	5	12	G	R	G	R	NA	i	i																										
GG 5.1	5	13	G	R	G	R	NA	i	i																										
GG 5.1	5	14	G	R	G	R	NA	i	i																										
GG 5.1	5	15	G	R	G	R	NA	i	i																										
GG 5.1	5	16	G	R	G	R	19.78	i	i																										
GG 5.1	5	17	G	R	G	R	NA	i	i																										
GG 5.1	5	18	G	R	G	R	NA	i	i																										
GG 5.1	5	19	G	R	G	R	49.68	i	i																										
GG 5.1	5	20	G	R	G	R	NA	i	i																										
GG 5.1	5	21	G	R	G	R	87.751	i	i																										
GG 5.1	5	22	G	R	G	R	NA	i	i																										
GG 5.1	5	23	G	R	G	R	NA	5	i5																										
GG 5.1	5	24	G	R	G	R	149.137	5	as																										
GG 5.1	5	25	G	R	G	R	NA	5	as																										
GG 5.1	5	26	G	R	G	R	NA	5	as																										
GG 5.1	5	27	G	R	G	R	385.125	5	as																										
GG 5.1	5	28	G	R	G	R	NA	5	as																										
GG 5.1	5	29	G	R	G	R	NA	5	as																										
GG 5.1	5	P	G	R	G	R	281.413	P	P																										
GG 5.2	5	1	G	R	G	R	0.279	i	i																										
GG 5.2	5	2	G	R	G	R	NA	i	i																										
GG 5.2	5	3	G	R	G	R	NA	i	i																										
GG 5.2	5	4	G	R	G	R	1.208	i	i																										
GG 5.2	5	5	G	R	G	R	NA	i	i																										
GG 5.2	5	6	G	R	G	R	1.567	i	i																										
GG 5.2	5	7	G	R	G	R	NA	i	i																										
GG 5.2	5	8	G	R	G	R	4.212	i	i																										
GG 5.2	5	9	G	R	G	R	NA	i	i																										
GG 5.2	5	10	G	R	G	R	NA	i	i																										
GG 5.2	5	11	G	R	G	R	7.958	i	i																										
GG 5.2	5	12	G	R	G	R	NA	i	i																										
GG 5.2	5	13	G	R	G	R	NA	i	i																										
GG 5.2	5	14	G	R	G	R	NA	i	i																										
GG 5.2	5	15	G	R	G	R	NA	i	i																										
GG 5.2	5	16	G	R	G	R	54.434	i	i																										
GG 5.2	5	17	G	R	G	R	NA	i	i																										
GG 5.2	5	18	G	R	G	R	NA	i	i																										
GG 5.2	5	19	G	R	G	R	92.285	i	i																										
GG 5.2	5	20	G	R	G	R	NA	5	i5																										
GG 5.2	5	21	G	R	G	R	238.166	5	as																										
GG 5.2	5	22	G	R	G	R	NA	5	as																										
GG 5.2	5	23	G	R	G	R	NA	5	as																										
GG 5.2	5	24	G	R	G	R	355.968	5	as																										
GG 5.2	5	25	G	R	G	R	NA	5	as																										
GG 5.2	5	26	G	R	G	R	NA	5	as																										
GG 5.2	5	27	G	R	G	R	365.576	5	as																										
GG 5.2	5	P	G	R	G	R	304.672	P	P																										
GN 1.1	1	1	G	R	N	U	0.230	i	i																										
GN 1.1	1	2	G	R	N	U	0.545	i	i																										
GN 1.1	1	3	G	R	N	U	0.855	i	i																										
GN 1.1	1	4	G	R	N	U	1.053	i	i																										
GN 1.1	1	5	G	R	N	U	1.019	i	i																										
GN 1.1	1	6	G	R	N	U	NA	i	i																										
GN 1.1	1	7	G	R	N	U	2.134	i	i																										
GN 1.1	1	8	G	R	N	U	3.52	i	i																										
GN 1.1	1	9	G	R	N	U	3.976	i	i																										
GN 1.1	1	10	G	R	N	U	5.348	i	i																										
GN 1.1	1	11	G	R	N	U	6.93	i	i																										
GN 1.1	1	12	G	R	N	U	11.989	i	i																										
GN 1.1	1	13	G	R	N	U	13.747	i	i																										
GN 1.1	1	14	G	R	N	U	NA	i	i																										
GN 1.1	1	15	G	R	N	U	33.156	i	i																										
GN 1.1	1	16	G	R	N	U	47.719	i	i																										
GN 1.1	1	17	G	R	N	U	NA	i	i																										
GN 1.1	1	18	G	R	N	U	91.955	i	i																										
GN 1.1	1	19	G	R	N	U	88.363	i	i																										
GN 1.1	1	20	G	R	N	U	78.829	5	i5																										
GN 1.1	1	21	G	R	N	U	NA	5	as																										
GN 1.1	1	22	G	R	N	U	213	5	as																										
GN 1.1	1	23	G	R	N	U	NA	5	as																										
GN 1.1	1	24	G	R	N	U	NA	5	as																										
GN 1.1	1	25	G	R	N	U	353	5	as																										
GN 1.1	1	26	G	R	N	U	NA	5	as																										
GN 1.1	1	P	G	R	N	U	268	P	P																										
GN 2.2	2	1	G	R	N	U	0.213	i	i																										
GN 2.2	2	2	G	R	N	U	0.306	i	i																										
GN 2.2	2	3	G	R	N	U	0.48	i	i																										
GN 2.2	2	4	G	R	N	U	NA	i	i																										
GN 2.2	2	5	G	R	N	U	1.09	i	i																										
GN 2.2	2	6	G	R	N	U	1.381	i	i																										
GN 2.2	2	7	G	R	N	U	1.503	i	i																										
GN 2.2	2	8	G	R	N	U	2.17	i	i																										
GN 2.2	2	9	G	R	N	U	4.122	i	i																										
GN 2.2	2	10	G	R	N	U	4.951	i	i																										
GN 2.2	2	11	G	R	N	U	5.42	i	i																										
GN 2.2	2	12	G	R	N	U	NA	i	i																										
GN 2.2	2	13	G	R	N	U	NA	i	i																										
GN 2.2	2	14	G	R	N	U	NA	i	i																										
GN 2.2	2	15	G	R	N	U	NA	i	i																										
GN 2.2	2	16	G	R	N	U	63.043	i	i																										
GN 2.2	2	17	G	R	N	U	89.96	i	i																										
GN 2.2	2	18	G	R	N	U	98.16	i	i																										
GN 2.2	2	19	G	R	N	U	NA	5	i5																										
GN 2.2	2	20	G	R	N	U	101.774	5	as																										
GN 2.2	2	21	G	R	N	U	NA	5	as																										
GN 2.2	2	22	G	R	N	U	NA	5	as																										
GN 2.2	2	23	G	R	N	U	399	5	as																										
GN 2.2	2	24	G	R	N	U	NA	5	as																										
GN 2.2	2	25	G	R	N	U	NA	5	as																										
GN 2.2	2	P	G	R	N	U	325	P	P																										
GN 2.3	2	1	G	R	N	U	0.217	i	i																										
GN 2.3	2	2	G	R	N	U	0.516	i	i																										
GN 2.3	2	3	G	R	N	U	0.923	i	i																										
GN 2.3	2	4	G	R	N	U	NA	i	i																										
GN 2.3	2	5	G	R	N	U	1.1	i	i																										
GN 2.3	2	6	G	R	N	U	1.557	i	i																										
GN 2.3	2	7	G	R	N	U	2.803	i	i																										
GN 2.3	2	8	G	R	N	U	4.227	i	i																										
GN 2.3	2	9	G	R	N	U	3.945	i	i																										
GN 2.3	2	10	G	R	N	U	5.015	i	i																										
GN 2.3	2	11	G	R	N	U	11.001	i	i																										
GN 2.3	2	12	G	R	N	U	NA	i	i																										
GN 2.3	2	13	G	R	N	U	NA	i	i																										
GN 2.3	2	14	G	R	N	U	21.608	i	i																										
GN 2.3	2	15	G	R	N	U	NA	i	i																										
GN 2.3	2	16	G	R	N	U	78.259	i	i																										
GN 2.3	2	17	G	R	N	U	94.784	i	i																										
